ts,side,entry,gap_pct,outcome,pnl_pts,pnl_dollars_gross,pnl_dollars_net,long_prob,short_prob,period
2024-09-12,SHORT,5623.0,0.01192243667611459,1,16.868999999999687,843.4499999999844,828.4499999999844,0.0,0.0,biden
2024-09-13,SHORT,5668.0,0.01223323511027763,1,17.003999999999905,850.1999999999953,835.1999999999953,0.0,0.0,biden
2024-09-20,SHORT,5812.25,0.016616380252743923,1,17.436749999999847,871.8374999999924,856.8374999999924,0.0,0.0,biden
2024-09-26,SHORT,5877.5,0.008061058228282292,1,17.63249999999971,881.6249999999854,866.6249999999854,0.0,0.0,biden
2024-10-01,LONG,5808.5,-0.017132704429121404,1,17.425499999999374,871.2749999999687,856.2749999999687,0.0,0.0,biden
2024-10-02,SHORT,5797.25,0.006379654543876345,1,17.391749999999774,869.5874999999887,854.5874999999887,0.0,0.0,biden
2024-10-04,SHORT,5793.5,0.007740476604626956,-1,-23.173999999999978,-1158.699999999999,-1173.699999999999,0.0,0.0,biden
2024-10-08,SHORT,5772.5,0.005005440696409069,-1,-23.090000000000146,-1154.5000000000073,-1169.5000000000073,0.0,0.0,biden
2024-10-15,LONG,5911.0,-0.009758344850693157,1,17.732999999999265,886.6499999999633,871.6499999999633,0.0,0.0,biden
2024-10-17,SHORT,5923.0,0.006200628556867427,-1,-23.692000000000007,-1184.6000000000004,-1199.6000000000004,0.0,0.0,biden
2024-10-18,SHORT,5962.0,0.012739935450993611,1,17.886000000000422,894.3000000000211,879.3000000000211,0.0,0.0,biden
2024-10-22,LONG,5927.0,-0.005077846321708823,-1,-23.70799999999963,-1185.3999999999814,-1200.3999999999814,0.0,0.0,biden
2024-10-28,SHORT,5937.25,0.005461473327688315,1,17.811749999999847,890.5874999999924,875.5874999999924,0.0,0.0,biden
2024-10-29,LONG,5852.0,-0.011736890990458493,1,17.555999999999585,877.7999999999793,862.7999999999793,0.0,0.0,biden
2024-11-04,SHORT,5819.0,0.011164690038663716,1,17.457000000000335,872.8500000000167,857.8500000000167,0.0,0.0,biden
2024-11-06,SHORT,6045.0,0.029198944411338967,1,18.13500000000022,906.7500000000109,891.7500000000109,0.0,0.0,biden
2024-11-14,LONG,6015.25,-0.010771697570201022,1,18.045749999999316,902.2874999999658,887.2874999999658,0.0,0.0,biden
2024-11-15,SHORT,6006.75,0.005019450370184364,1,18.020249999999578,901.0124999999789,886.0124999999789,0.0,0.0,biden
2024-11-19,LONG,5883.75,-0.01708152355496162,1,17.65124999999898,882.5624999999491,867.5624999999491,0.0,0.0,biden
2024-11-22,SHORT,6098.5,0.021524288107202638,1,18.295500000000175,914.7750000000087,899.7750000000087,0.0,0.0,biden
2024-11-25,SHORT,6149.5,0.01594250784734852,1,18.448500000000422,922.4250000000211,907.4250000000211,0.0,0.0,biden
2024-12-03,LONG,6126.25,-0.01041876993902191,-1,-24.50500000000011,-1225.2500000000055,-1240.2500000000055,0.0,0.0,biden
2024-12-05,LONG,6098.75,-0.01086648015245506,1,18.296249999999418,914.8124999999709,899.8124999999709,0.0,0.0,biden
2024-12-20,LONG,5907.25,-0.005052844330287631,1,17.7217499999997,886.0874999999851,871.0874999999851,0.0,0.0,biden
2024-12-24,SHORT,6101.5,0.010725970099805249,1,18.30450000000019,915.2250000000095,900.2250000000095,0.0,0.0,biden
2024-12-26,SHORT,6138.0,0.0063944909001476535,1,18.41399999999976,920.699999999988,905.699999999988,0.0,0.0,biden
2025-01-03,SHORT,5999.5,0.014371459971256995,1,17.998499999999694,899.9249999999847,884.9249999999847,0.0,0.0,biden
2025-01-10,SHORT,5976.0,0.005256739139577027,1,17.927999999999884,896.3999999999942,881.3999999999942,0.0,0.0,biden
