ts,side,gap_pct,outcome,pnl_pts,pnl_dollars_net,year,period
2011-05-26,LONG,-0.010807736063708773,1,3.91274999999996,180.637499999998,2011,pre_t1
2011-05-30,SHORT,0.005284015852047519,1,3.995249999999942,184.7624999999971,2011,pre_t1
2011-06-03,LONG,-0.012006861063464824,1,3.88799999999992,179.399999999996,2011,pre_t1
2011-06-10,LONG,-0.008344653599844709,1,3.8324999999997544,176.62499999998772,2011,pre_t1
2011-06-14,SHORT,0.0051120723554856085,-1,-5.11200000000008,-270.600000000004,2011,pre_t1
2011-06-15,LONG,-0.008575326447086362,1,3.815249999999878,175.7624999999939,2011,pre_t1
2011-06-17,SHORT,0.005521593374087974,1,3.8242499999998927,176.21249999999463,2011,pre_t1
2011-06-21,SHORT,0.00510705165979175,1,3.8377499999999145,176.88749999999573,2011,pre_t1
2011-06-22,LONG,-0.008141112618724522,1,3.8377499999999145,176.88749999999573,2011,pre_t1
2011-06-23,LONG,-0.011700468018720711,-1,-5.067999999999984,-268.3999999999992,2011,pre_t1
2011-06-28,SHORT,0.008272601930273682,1,3.8392499999999927,176.96249999999964,2011,pre_t1
2011-07-07,SHORT,0.00883790898834147,-1,-5.365000000000009,-283.25000000000045,2011,pre_t1
2011-07-08,LONG,-0.011670989255279762,1,4.0012499999998,185.06249999999,2011,pre_t1
2011-07-11,LONG,-0.012502332524724769,1,3.9689999999998236,183.44999999999118,2011,pre_t1
2011-07-13,SHORT,0.00553752148176434,0,1.75,72.5,2011,pre_t1
2011-07-15,SHORT,0.005556620042153737,1,3.935999999999922,181.7999999999961,2011,pre_t1
2011-07-19,SHORT,0.005764796310530285,-1,-5.233999999999924,-276.6999999999962,2011,pre_t1
2011-07-25,LONG,-0.005242463958060273,-1,-5.313000000000102,-280.6500000000051,2011,pre_t1
2011-07-26,LONG,-0.009559512652296154,1,3.9629999999999654,183.14999999999827,2011,pre_t1
2011-07-27,LONG,-0.009789156626506035,1,3.9449999999999363,182.24999999999682,2011,pre_t1
2011-07-29,LONG,-0.011225082252757868,1,3.831749999999829,176.58749999999145,2011,pre_t1
2011-08-01,SHORT,0.015783320342946272,1,3.909750000000031,180.48750000000155,2011,pre_t1
2011-08-02,LONG,-0.011498733190411281,1,3.80399999999986,175.199999999993,2011,pre_t1
2011-08-04,LONG,-0.01412092283214006,-1,-4.957000000000107,-262.85000000000537,2011,pre_t1
2011-08-05,SHORT,0.013224181360201426,-1,-4.826999999999998,-256.3499999999999,2011,pre_t1
2011-08-09,SHORT,0.016562220232766434,1,3.406500000000051,155.32500000000255,2011,pre_t1
2011-08-10,LONG,-0.015722593150980013,-1,-4.569999999999936,-243.49999999999682,2011,pre_t1
2011-08-11,SHORT,0.014173228346456623,-1,-4.508000000000038,-240.4000000000019,2011,pre_t1
2011-08-12,SHORT,0.015288544358311729,1,3.536250000000109,161.81250000000546,2011,pre_t1
2011-08-16,LONG,-0.014776274713839799,1,3.550499999999829,162.52499999999145,2011,pre_t1
2011-08-17,SHORT,0.005672268907563005,-1,-4.787000000000035,-254.35000000000173,2011,pre_t1
2011-08-19,LONG,-0.00838112042346717,1,3.3719999999998436,153.59999999999218,2011,pre_t1
2011-08-22,SHORT,0.022187359928283357,-1,-4.560999999999922,-243.0499999999961,2011,pre_t1
2011-08-25,SHORT,0.010260795211628926,-1,-4.726000000000113,-251.30000000000564,2011,pre_t1
2011-08-26,LONG,-0.005830274238825317,-1,-4.604000000000042,-245.2000000000021,2011,pre_t1
2011-08-29,SHORT,0.008091993185689983,-1,-4.733999999999924,-251.69999999999618,2011,pre_t1
2011-08-30,LONG,-0.009312913907284726,1,3.590249999999969,164.51249999999845,2011,pre_t1
2011-08-31,SHORT,0.010151232649678876,1,3.6569999999999254,167.84999999999627,2011,pre_t1
2011-09-02,LONG,-0.02235220388552328,1,3.5099999999997635,160.49999999998818,2011,pre_t1
2011-09-05,LONG,-0.02404766971696104,1,3.4394999999999527,156.97499999999764,2011,pre_t1
2011-09-07,SHORT,0.015105740181268867,-1,-4.703999999999951,-250.19999999999754,2011,pre_t1
2011-09-09,LONG,-0.01624815361890697,1,3.496499999999969,159.82499999999845,2011,pre_t1
2011-09-12,LONG,-0.013212042451808514,-1,-4.55600000000004,-242.800000000002,2011,pre_t1
2011-09-13,SHORT,0.008441558441558472,1,3.4942499999999654,159.71249999999827,2011,pre_t1
2011-09-19,LONG,-0.022318660880347174,1,3.5482499999998254,162.41249999999127,2011,pre_t1
2011-09-22,LONG,-0.023830155979202794,1,3.37949999999978,153.974999999989,2011,pre_t1
2011-09-23,LONG,-0.008229537366548079,1,3.3442499999998745,152.21249999999372,2011,pre_t1
2011-09-26,SHORT,0.015586729013582712,1,3.420749999999998,156.0374999999999,2011,pre_t1
2011-09-27,SHORT,0.020324324324324294,1,3.539250000000038,161.9625000000019,2011,pre_t1
2011-09-29,SHORT,0.011787819253438192,-1,-4.634999999999991,-246.74999999999955,2011,pre_t1
2011-09-30,LONG,-0.013642269380684247,-1,-4.555000000000064,-242.75000000000318,2011,pre_t1
2011-10-04,LONG,-0.020132692747654946,1,3.2122499999998126,145.61249999999063,2011,pre_t1
2011-10-07,SHORT,0.010619852622453463,1,3.4972499999998945,159.86249999999472,2011,pre_t1
2011-10-10,SHORT,0.017155266015200787,1,3.51299999999992,160.649999999996,2011,pre_t1
2011-10-11,LONG,-0.005704627086414504,1,3.529499999999871,161.47499999999354,2011,pre_t1
2011-10-12,SHORT,0.008186397984886629,1,3.6022499999999127,165.11249999999563,2011,pre_t1
2011-10-13,LONG,-0.006032868733097607,-1,-4.77800000000002,-253.900000000001,2011,pre_t1
2011-10-14,SHORT,0.006462372316030862,-1,-4.8279999999999745,-256.3999999999987,2011,pre_t1
2011-10-21,SHORT,0.007021891780256029,-1,-4.875999999999976,-258.7999999999988,2011,pre_t1
2011-10-25,LONG,-0.00940564338603167,1,3.7124999999998636,170.62499999999318,2011,pre_t1
2011-10-26,SHORT,0.010406039583758409,1,3.713999999999942,170.6999999999971,2011,pre_t1
2011-10-27,SHORT,0.022819063004846596,-1,-5.065000000000055,-268.25000000000273,2011,pre_t1
2011-10-28,LONG,-0.008979113800507532,1,3.807749999999942,175.3874999999971,2011,pre_t1
2011-10-31,LONG,-0.011126293187585401,-1,-5.066000000000031,-268.30000000000155,2011,pre_t1
2011-11-01,LONG,-0.027967806841046272,1,3.623249999999871,166.16249999999354,2011,pre_t1
2011-11-02,SHORT,0.015235742227712512,1,3.6982499999999163,169.91249999999582,2011,pre_t1
2011-11-03,SHORT,0.01546916344392435,1,3.741749999999911,172.08749999999554,2011,pre_t1
2011-11-04,LONG,-0.007395562662402599,1,3.724499999999807,171.22499999999036,2011,pre_t1
2011-11-07,SHORT,0.00523349436392917,1,3.7454999999999927,172.27499999999964,2011,pre_t1
2011-11-09,LONG,-0.02355712603062421,-1,-4.973999999999933,-263.69999999999663,2011,pre_t1
2011-11-10,SHORT,0.01366510299816448,1,3.7274999999999636,171.37499999999818,2011,pre_t1
2011-11-11,SHORT,0.012527783390583913,1,3.758250000000089,172.91250000000446,2011,pre_t1
2011-11-16,LONG,-0.005998800239952029,-1,-4.971000000000004,-263.5500000000002,2011,pre_t1
2011-11-18,SHORT,0.006846473029045619,-1,-4.8530000000000655,-257.6500000000033,2011,pre_t1
2011-11-21,LONG,-0.0153082333471245,1,3.5699999999999363,163.49999999999682,2011,pre_t1
2011-11-23,LONG,-0.008690122933446398,1,3.50774999999976,160.387499999988,2011,pre_t1
2011-11-28,SHORT,0.026224534026874746,-1,-4.7349999999999,-251.749999999995,2011,pre_t1
2011-11-30,SHORT,0.024063611634233206,-1,-4.8940000000000055,-259.7000000000003,2011,pre_t1
2011-12-02,SHORT,0.005227181342983611,-1,-5.0,-265.0,2011,pre_t1
2011-12-15,SHORT,0.01597179008504468,1,3.6735000000001037,168.67500000000518,2011,pre_t1
2011-12-16,SHORT,0.011840465309513881,1,3.653250000000071,167.66250000000355,2011,pre_t1
2011-12-20,SHORT,0.016132411481248665,-1,-4.849999999999909,-257.49999999999545,2011,pre_t1
2011-12-27,LONG,-0.0055577610162762525,1,3.7574999999999363,172.87499999999682,2011,pre_t1
2011-12-30,LONG,-0.00536886060847086,1,3.751499999999851,172.57499999999254,2011,pre_t1
2012-01-03,SHORT,0.017172523961661357,0,3.5,160.0,2012,pre_t1
2012-01-10,SHORT,0.011174279553028743,1,3.86850000000004,178.425000000002,2012,pre_t1
2012-01-12,SHORT,0.0076067875950849295,1,3.874499999999898,178.7249999999949,2012,pre_t1
2012-01-13,LONG,-0.00697269029633929,-1,-5.126999999999953,-271.34999999999764,2012,pre_t1
2012-01-20,LONG,-0.005723006486074045,1,3.908999999999878,180.4499999999939,2012,pre_t1
2012-01-24,LONG,-0.0062893081761006275,-1,-5.213999999999942,-275.6999999999971,2012,pre_t1
2012-01-30,LONG,-0.009141115977909009,-1,-5.2029999999999745,-275.1499999999987,2012,pre_t1
2012-01-31,SHORT,0.00515660809778451,1,3.94724999999994,182.362499999997,2012,pre_t1
2012-02-01,SHORT,0.008253358925143894,-1,-5.252999999999929,-277.64999999999645,2012,pre_t1
2012-02-02,SHORT,0.006277344493056836,1,3.9674999999999727,183.37499999999864,2012,pre_t1
2012-02-03,SHORT,0.010638297872340496,-1,-5.319999999999936,-280.9999999999968,2012,pre_t1
2012-02-10,LONG,-0.01260426320667285,1,3.995249999999942,184.7624999999971,2012,pre_t1
2012-02-13,SHORT,0.011625726607912945,1,4.0462500000001,187.312500000005,2012,pre_t1
2012-02-14,LONG,-0.0072289156626506035,1,4.016999999999825,185.84999999999127,2012,pre_t1
2012-02-27,LONG,-0.01062855048561484,1,4.049249999999802,187.4624999999901,2012,pre_t1
2012-03-06,LONG,-0.010501105379513653,1,4.028249999999844,186.41249999999218,2012,pre_t1
2012-03-12,SHORT,0.008684405025868536,1,4.094250000000102,189.7125000000051,2012,pre_t1
2012-03-13,SHORT,0.005288110867979645,1,4.13474999999994,191.737499999997,2012,pre_t1
2012-03-20,LONG,-0.0056990204808547995,-1,-5.583000000000084,-294.1500000000042,2012,pre_t1
2012-03-22,LONG,-0.007728253055355849,1,4.140749999999798,192.0374999999899,2012,pre_t1
2012-03-23,SHORT,0.005431830526887671,1,4.164749999999913,193.23749999999563,2012,pre_t1
2012-03-26,SHORT,0.011363636363636465,1,4.205249999999978,195.2624999999989,2012,pre_t1
2012-03-27,SHORT,0.005873976504094047,1,4.238250000000107,196.91250000000537,2012,pre_t1
2012-04-03,LONG,-0.005306916681408147,1,4.217249999999922,195.8624999999961,2012,pre_t1
2012-04-04,LONG,-0.012426770814841115,1,4.172249999999849,193.61249999999245,2012,pre_t1
2012-04-05,LONG,-0.007890961262553842,1,4.148999999999887,192.44999999999436,2012,pre_t1
2012-04-13,LONG,-0.007408745934224803,1,4.11974999999984,190.987499999992,2012,pre_t1
2012-04-16,SHORT,0.0054904831625182116,1,4.120499999999993,191.02499999999964,2012,pre_t1
2012-04-23,LONG,-0.015099144988175328,1,4.06049999999982,188.024999999991,2012,pre_t1
2012-05-02,LONG,-0.010695187165775444,1,4.162499999999909,193.12499999999545,2012,pre_t1
2012-05-04,LONG,-0.005610859728506834,1,4.120499999999765,191.02499999998827,2012,pre_t1
2012-05-07,LONG,-0.007878343715646774,1,4.061249999999745,188.06249999998727,2012,pre_t1
2012-05-09,LONG,-0.01544117647058818,1,4.016999999999825,185.84999999999127,2012,pre_t1
2012-05-10,SHORT,0.007027926761605352,1,4.083750000000009,189.18750000000045,2012,pre_t1
2012-05-11,LONG,-0.010889627168696903,1,4.019249999999829,185.96249999999145,2012,pre_t1
2012-05-14,LONG,-0.014256619144602856,1,3.992999999999938,184.6499999999969,2012,pre_t1
2012-05-18,SHORT,0.008675534991324563,1,3.923999999999978,181.1999999999989,2012,pre_t1
2012-05-24,SHORT,0.007630675314765467,1,3.9615000000001146,183.07500000000573,2012,pre_t1
2012-05-28,SHORT,0.009165552797403054,1,3.963749999999891,183.18749999999454,2012,pre_t1
2012-05-31,LONG,-0.0057153743570204085,1,3.914249999999811,180.71249999999054,2012,pre_t1
2012-06-05,LONG,-0.007642563198118735,1,3.7979999999997744,174.89999999998872,2012,pre_t1
2012-06-06,SHORT,0.007632093933463757,-1,-5.149000000000115,-272.45000000000573,2012,pre_t1
2012-06-08,LONG,-0.007607455306200106,1,3.9134999999998854,180.67499999999427,2012,pre_t1
2012-06-11,SHORT,0.007963594994311762,-1,-5.316000000000031,-280.80000000000155,2012,pre_t1
2012-06-14,SHORT,0.007105819089686882,-1,-5.2439999999999145,-277.1999999999957,2012,pre_t1
2012-06-19,SHORT,0.010326699211415713,1,4.035750000000007,186.78750000000036,2012,pre_t1
2012-06-22,SHORT,0.010289634146341431,1,3.9764999999999873,183.82499999999936,2012,pre_t1
2012-06-25,LONG,-0.011157337367624809,1,3.921749999999747,181.08749999998736,2012,pre_t1
2012-06-26,SHORT,0.008073817762399127,1,3.9329999999999927,181.64999999999964,2012,pre_t1
2012-06-27,SHORT,0.00841622035195111,1,3.953999999999951,182.69999999999754,2012,pre_t1
2012-06-28,LONG,-0.01225721289835946,1,3.928499999999758,181.4249999999879,2012,pre_t1
2012-06-29,SHORT,0.017573696145124718,1,4.038749999999936,186.93749999999682,2012,pre_t1
2012-07-06,LONG,-0.010091743119266083,-1,-5.394999999999982,-284.7499999999991,2012,pre_t1
2012-07-10,SHORT,0.005010205975134463,1,4.061999999999898,188.0999999999949,2012,pre_t1
2012-07-11,SHORT,0.005456255879586092,1,4.008000000000038,185.4000000000019,2012,pre_t1
2012-07-12,LONG,-0.006175149700598848,-1,-5.310999999999922,-280.5499999999961,2012,pre_t1
2012-07-16,LONG,-0.007401924500370138,1,4.022999999999911,186.14999999999554,2012,pre_t1
2012-07-17,SHORT,0.00932140193885167,1,4.060500000000047,188.02500000000236,2012,pre_t1
2012-07-18,LONG,-0.007547864506627366,1,4.043249999999944,187.16249999999718,2012,pre_t1
2012-07-20,LONG,-0.005314275242807365,1,4.070999999999913,188.54999999999563,2012,pre_t1
2012-07-23,LONG,-0.015176753655376629,1,3.9907499999999345,184.53749999999673,2012,pre_t1
2012-07-26,SHORT,0.020173453996983337,1,4.058250000000044,187.91250000000218,2012,pre_t1
2012-07-30,LONG,-0.0056118754525705805,1,4.11974999999984,190.987499999992,2012,pre_t1
2012-07-31,LONG,-0.006698044895003585,1,4.115249999999833,190.76249999999163,2012,pre_t1
2012-08-01,SHORT,0.010795974382433737,1,4.143000000000029,192.15000000000146,2012,pre_t1
2012-08-02,LONG,-0.012953840540047445,1,4.057499999999891,187.87499999999454,2012,pre_t1
2012-08-03,SHORT,0.00992464620474176,-1,-5.495000000000118,-289.7500000000059,2012,pre_t1
2012-08-07,SHORT,0.009766684753119925,1,4.187249999999949,194.36249999999745,2012,pre_t1
2012-08-13,LONG,-0.006773618538324366,1,4.17899999999986,193.949999999993,2012,pre_t1
2012-08-14,LONG,-0.005176722599071759,1,4.179749999999785,193.98749999998927,2012,pre_t1
2012-08-27,SHORT,0.00766898519707504,1,4.2374999999999545,196.87499999999773,2012,pre_t1
2012-08-31,SHORT,0.005900232433398989,1,4.219499999999925,195.97499999999627,2012,pre_t1
2012-09-06,SHORT,0.006451612903225712,-1,-5.6159999999999854,-295.7999999999993,2012,pre_t1
2012-09-11,SHORT,0.005097556688345994,1,4.288500000000113,199.42500000000564,2012,pre_t1
2012-09-25,SHORT,0.006925207756232732,1,4.36200000000008,203.100000000004,2012,pre_t1
2012-09-26,LONG,-0.005048746518105829,1,4.286249999999882,199.3124999999941,2012,pre_t1
2012-10-03,SHORT,0.007856145251396551,1,4.329750000000104,201.48750000000518,2012,pre_t1
2012-10-10,LONG,-0.005743125652627912,1,4.2847499999998035,199.23749999999018,2012,pre_t1
2012-10-11,SHORT,0.006654991243432606,1,4.310999999999922,200.5499999999961,2012,pre_t1
2012-10-12,SHORT,0.005276116778051287,1,4.287000000000035,199.35000000000173,2012,pre_t1
2012-10-23,LONG,-0.0157535445475232,1,4.217249999999922,195.8624999999961,2012,pre_t1
2012-10-25,SHORT,0.0073358382537127564,-1,-5.630000000000109,-296.50000000000546,2012,pre_t1
2012-10-26,LONG,-0.0055042613636363535,1,4.2007499999997435,195.03749999998718,2012,pre_t1
2012-11-01,SHORT,0.007502679528403,1,4.230000000000018,196.5000000000009,2012,pre_t1
2012-11-02,SHORT,0.005799648506151112,1,4.292249999999967,199.61249999999836,2012,pre_t1
2012-11-07,LONG,-0.01932536893886161,1,4.186499999999796,194.3249999999898,2012,pre_t1
2012-11-12,SHORT,0.007853881278538921,1,4.138500000000022,191.9250000000011,2012,pre_t1
2012-11-13,LONG,-0.005267938237965453,1,4.1069999999997435,190.34999999998718,2012,pre_t1
2012-11-19,SHORT,0.011053795136330091,1,4.1159999999999854,190.79999999999927,2012,pre_t1
2012-12-17,LONG,-0.00512820512820511,1,4.219499999999925,195.97499999999627,2012,pre_t1
2012-12-18,SHORT,0.006167400881057272,-1,-5.710000000000036,-300.5000000000018,2012,pre_t1
2012-12-19,LONG,-0.006913238852402359,1,4.309499999999844,200.47499999999218,2012,pre_t1
2012-12-21,LONG,-0.01663489863108647,1,4.256249999999909,197.81249999999545,2012,pre_t1
2012-12-27,SHORT,0.005326704545454586,1,4.246499999999969,197.32499999999845,2012,pre_t1
2012-12-28,LONG,-0.006900212314225107,-1,-5.613000000000056,-295.6500000000028,2012,pre_t1
2013-01-02,SHORT,0.016387665198237977,-1,-5.768000000000029,-303.40000000000146,2013,pre_t1
2013-01-04,SHORT,0.006217616580310947,1,4.369500000000016,203.47500000000082,2013,pre_t1
2013-01-10,SHORT,0.01000690131124915,1,4.3904999999999745,204.52499999999873,2013,pre_t1
2013-01-14,LONG,-0.005792163543441253,1,4.376999999999953,203.84999999999764,2013,pre_t1
2013-01-17,SHORT,0.009073788734805577,1,4.420499999999947,206.02499999999736,2013,pre_t1
2013-01-24,SHORT,0.007791327913279078,1,4.462500000000091,208.12500000000455,2013,pre_t1
2013-02-04,LONG,-0.006132935521299565,-1,-5.996000000000095,-314.80000000000473,2013,pre_t1
2013-02-05,SHORT,0.005554620434270241,-1,-5.973999999999933,-313.69999999999663,2013,pre_t1
2013-02-08,SHORT,0.01072386058981234,1,4.524000000000115,211.20000000000573,2013,pre_t1
2013-02-14,LONG,-0.007413509060955503,1,4.518749999999727,210.93749999998636,2013,pre_t1
2013-02-22,SHORT,0.00502092050209213,-1,-6.005000000000109,-315.25000000000546,2013,pre_t1
2013-02-25,SHORT,0.009282280788993846,1,4.566749999999956,213.33749999999782,2013,pre_t1
2013-03-15,LONG,-0.00578220366206228,1,4.642499999999927,217.12499999999636,2013,pre_t1
2013-03-18,LONG,-0.009810228369250606,-1,-6.156999999999925,-322.84999999999627,2013,pre_t1
2013-03-20,SHORT,0.0058356297617117026,1,4.653749999999945,217.68749999999727,2013,pre_t1
2013-03-21,LONG,-0.005636070853462183,0,3.25,147.5,2013,pre_t1
2013-03-25,SHORT,0.007608871620527813,1,4.667999999999893,218.39999999999463,2013,pre_t1
2013-03-26,SHORT,0.008119519324456093,1,4.655999999999949,217.79999999999745,2013,pre_t1
2013-04-05,LONG,-0.012383403023480177,-1,-6.141000000000076,-322.0500000000038,2013,pre_t1
2013-04-12,LONG,-0.007084382871536565,1,4.730249999999842,221.5124999999921,2013,pre_t1
2013-04-15,LONG,-0.008839779005524906,1,4.709249999999884,220.46249999999418,2013,pre_t1
2013-04-16,SHORT,0.007596573460481704,1,4.675500000000056,218.77500000000282,2013,pre_t1
2013-04-17,LONG,-0.007355292612727826,1,4.655999999999722,217.79999999998608,2013,pre_t1
2013-04-22,SHORT,0.006479831524380364,1,4.659750000000031,217.98750000000155,2013,pre_t1
2013-04-23,SHORT,0.00886524822695045,1,4.694250000000011,219.71250000000055,2013,pre_t1
2013-05-03,SHORT,0.005180533751962368,-1,-6.40300000000002,-335.150000000001,2013,pre_t1
2013-05-15,LONG,-0.005006827492034627,1,4.918499999999767,230.92499999998836,2013,pre_t1
2013-05-23,LONG,-0.0134563048079831,1,4.893749999999727,229.68749999998636,2013,pre_t1
2013-05-24,LONG,-0.009398211308170423,1,4.901249999999891,230.06249999999454,2013,pre_t1
2013-05-28,SHORT,0.007434380215445291,1,4.980000000000018,234.0000000000009,2013,pre_t1
2013-06-11,LONG,-0.008408500229322713,-1,-6.486000000000104,-339.3000000000052,2013,pre_t1
2013-06-12,SHORT,0.006767148569670978,1,4.90949999999998,230.474999999999,2013,pre_t1
2013-06-14,LONG,-0.009013137794072756,1,4.865249999999833,228.26249999999163,2013,pre_t1
2013-06-17,SHORT,0.006943372936275338,-1,-6.526000000000067,-341.30000000000337,2013,pre_t1
2013-06-20,LONG,-0.013863216266173706,1,4.801499999999805,225.07499999999027,2013,pre_t1
2013-06-24,LONG,-0.010556168268473276,-1,-6.279999999999973,-328.99999999999864,2013,pre_t1
2013-06-25,SHORT,0.005426975259377409,-1,-6.298999999999978,-329.9499999999989,2013,pre_t1
2013-06-26,SHORT,0.00789889415481837,1,4.785000000000082,224.2500000000041,2013,pre_t1
2013-07-01,SHORT,0.010842237586423664,-1,-6.432999999999993,-336.64999999999964,2013,pre_t1
2013-07-03,LONG,-0.012134411947728685,1,4.762499999999818,223.1249999999909,2013,pre_t1
2013-07-08,SHORT,0.0054045707226684225,-1,-6.510999999999967,-340.54999999999836,2013,pre_t1
2013-07-09,SHORT,0.006730916322472025,1,4.935750000000098,231.7875000000049,2013,pre_t1
2013-07-26,LONG,-0.007862334965138662,1,5.015999999999849,235.79999999999245,2013,pre_t1
2013-07-29,LONG,-0.010077059869590954,1,5.0099999999997635,235.49999999998818,2013,pre_t1
2013-08-01,SHORT,0.008208955223880654,-1,-6.755000000000109,-352.75000000000546,2013,pre_t1
2013-08-08,SHORT,0.00520523497917913,-1,-6.7590000000000146,-352.9500000000007,2013,pre_t1
2013-08-12,LONG,-0.005203687184061834,1,5.018249999999853,235.91249999999263,2013,pre_t1
2013-08-15,LONG,-0.01203566121842492,1,4.986749999999802,234.3374999999901,2013,pre_t1
2013-08-19,LONG,-0.0052918052615663624,1,4.934249999999793,231.71249999998963,2013,pre_t1
2013-08-29,LONG,-0.006734006734006703,1,4.867499999999836,228.37499999999181,2013,pre_t1
2013-09-03,SHORT,0.010277649946310863,1,4.939499999999953,231.97499999999764,2013,pre_t1
2013-09-10,SHORT,0.006311992786294018,0,-6.25,-327.5,2013,pre_t1
2013-09-13,LONG,-0.006681514476614692,1,5.017499999999927,235.87499999999636,2013,pre_t1
2013-09-16,SHORT,0.011306158881285278,1,5.098500000000058,239.9250000000029,2013,pre_t1
2013-09-17,SHORT,0.008907363420427528,1,5.09699999999998,239.849999999999,2013,pre_t1
2013-09-19,SHORT,0.006254545454545513,1,5.188499999999976,244.42499999999882,2013,pre_t1
2013-09-30,LONG,-0.0055084114932261175,-1,-6.680000000000064,-349.0000000000032,2013,pre_t1
2013-10-02,LONG,-0.009773434029320294,1,5.015249999999924,235.76249999999618,2013,pre_t1
2013-10-07,LONG,-0.005067064083457473,-1,-6.675999999999931,-348.79999999999654,2013,pre_t1
2013-10-10,SHORT,0.010299909118449024,1,5.002500000000055,235.12500000000273,2013,pre_t1
2013-10-15,LONG,-0.006599208095028564,1,5.080499999999802,239.0249999999901,2013,pre_t1
2013-10-16,SHORT,0.006081281518837134,-1,-6.782999999999902,-354.1499999999951,2013,pre_t1
2013-10-24,SHORT,0.005621216488901792,1,5.232749999999896,246.63749999999482,2013,pre_t1
2013-11-04,SHORT,0.006857142857142895,1,5.286000000000058,249.3000000000029,2013,pre_t1
2013-11-12,LONG,-0.005797511312217174,1,5.273249999999734,248.66249999998672,2013,pre_t1
2013-12-02,LONG,-0.006235277816267093,1,5.378999999999905,253.94999999999527,2013,pre_t1
2014-01-21,SHORT,0.005867103288306641,1,5.528999999999996,261.4499999999998,2014,pre_t1
2014-01-22,SHORT,0.005460750853242269,1,5.523750000000064,261.1875000000032,2014,pre_t1
2014-01-24,LONG,-0.01000822593912809,1,5.415749999999889,255.78749999999445,2014,pre_t1
2014-01-29,LONG,-0.00828535318073309,1,5.296499999999696,249.8249999999848,2014,pre_t1
2014-01-31,LONG,-0.012858141160027925,-1,-7.063000000000102,-368.1500000000051,2014,pre_t1
2014-02-06,SHORT,0.006756756756756799,-1,-7.002999999999929,-365.14999999999645,2014,pre_t1
2014-03-03,LONG,-0.008646311807619544,1,5.5034999999998035,260.1749999999902,2014,pre_t1
2014-03-06,SHORT,0.0060297467506365,1,5.6310000000000855,266.5500000000043,2014,pre_t1
2014-03-10,SHORT,0.006713211600429592,1,5.623499999999922,266.1749999999961,2014,pre_t1
2014-03-11,SHORT,0.005504833512352203,1,5.616749999999911,265.83749999999554,2014,pre_t1
2014-03-17,SHORT,0.005453306066802943,-1,-7.375,-383.75,2014,pre_t1
2014-03-25,SHORT,0.008681497558328921,1,5.576999999999998,263.8499999999999,2014,pre_t1
2014-03-28,SHORT,0.006680299931833611,1,5.538000000000011,261.90000000000055,2014,pre_t1
